name,attack,defence,scalesWith,requiredAttributes,category,weight
Nox Flowing Hammer,"[{'name': 'Phy', 'amount': 122}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 51}, {'name': 'Mag', 'amount': 34}, {'name': 'Fire', 'amount': 34}, {'name': 'Ligt', 'amount': 34}, {'name': 'Holy', 'amount': 34}, {'name': 'Boost', 'amount': 34}]","[{'name': 'Str', 'scaling': 'C'}, {'name': 'Dex', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 17}, {'name': 'Dex', 'amount': 7}]",Hammer,6.5
Ringed Finger,"[{'name': 'Phy', 'amount': 121}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 38}, {'name': 'Mag', 'amount': 26}, {'name': 'Fire', 'amount': 26}, {'name': 'Ligt', 'amount': 26}, {'name': 'Holy', 'amount': 38}, {'name': 'Boost', 'amount': 28}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 17}, {'name': 'Dex', 'amount': 7}]",Hammer,4.5
Stone Club,"[{'name': 'Phy', 'amount': 122}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 52}, {'name': 'Mag', 'amount': 35}, {'name': 'Fire', 'amount': 35}, {'name': 'Ligt', 'amount': 35}, {'name': 'Holy', 'amount': 35}, {'name': 'Boost', 'amount': 36}]","[{'name': 'Str', 'scaling': 'C'}, {'name': 'Dex', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 16}, {'name': 'Dex', 'amount': 8}]",Hammer,7.0
Marika's Hammer,"[{'name': 'Phy', 'amount': 101}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 65}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 44}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 44}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 20}]",Hammer,6.0
Bloody Helice,"[{'name': 'Phy', 'amount': 130}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 57}, {'name': 'Mag', 'amount': 40}, {'name': 'Fire', 'amount': 40}, {'name': 'Ligt', 'amount': 40}, {'name': 'Holy', 'amount': 40}, {'name': 'Boost', 'amount': 34}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Arc', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 16}, {'name': 'Dex', 'amount': 19}, {'name': 'Arc', 'amount': 17}]",Heavy Thrusting Sword,8.0
Great Épée,"[{'name': 'Phy', 'amount': 124}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 52}, {'name': 'Mag', 'amount': 36}, {'name': 'Fire', 'amount': 36}, {'name': 'Ligt', 'amount': 36}, {'name': 'Holy', 'amount': 36}, {'name': 'Boost', 'amount': 31}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 15}, {'name': 'Dex', 'amount': 16}]",Heavy Thrusting Sword,6.5
Godskin Stitcher,"[{'name': 'Phy', 'amount': 127}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 55}, {'name': 'Mag', 'amount': 38}, {'name': 'Fire', 'amount': 38}, {'name': 'Ligt', 'amount': 38}, {'name': 'Holy', 'amount': 38}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 14}, {'name': 'Dex', 'amount': 17}]",Heavy Thrusting Sword,7.0
Dragon King's Cragblade,"[{'name': 'Phy', 'amount': 92}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 59}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 46}, {'name': 'Mag', 'amount': 32}, {'name': 'Fire', 'amount': 32}, {'name': 'Ligt', 'amount': 46}, {'name': 'Holy', 'amount': 32}, {'name': 'Boost', 'amount': 34}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 18}, {'name': 'Dex', 'amount': 37}]",Heavy Thrusting Sword,8.0
Uchigatana,"[{'name': 'Phy', 'amount': 115}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 45}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 11}, {'name': 'Dex', 'amount': 15}]",Katana,5.5
Nagakiba,"[{'name': 'Phy', 'amount': 115}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 49}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 18}, {'name': 'Dex', 'amount': 22}]",Katana,7.0
Hand Of Malenia,"[{'name': 'Phy', 'amount': 117}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 49}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'B'}]","[{'name': 'Str', 'amount': 16}, {'name': 'Dex', 'amount': 48}]",Katana,7.0
Meteoric Ore Blade,"[{'name': 'Phy', 'amount': 112}, {'name': 'Mag', 'amount': 72}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 50}, {'name': 'Mag', 'amount': 45}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 31}, {'name': 'Holy', 'amount': 31}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'E'}, {'name': 'Int', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 15}, {'name': 'Dex', 'amount': 14}, {'name': 'Int', 'amount': 18}]",Katana,7.5
Rivers Of Blood,"[{'name': 'Phy', 'amount': 89}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 89}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 47}, {'name': 'Mag', 'amount': 31}, {'name': 'Fire', 'amount': 52}, {'name': 'Ligt', 'amount': 31}, {'name': 'Holy', 'amount': 31}, {'name': 'Boost', 'amount': 32}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Arc', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 12}, {'name': 'Dex', 'amount': 18}, {'name': 'Arc', 'amount': 20}]",Katana,6.5
Moonveil,"[{'name': 'Phy', 'amount': 73}, {'name': 'Mag', 'amount': 87}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 31}, {'name': 'Mag', 'amount': 57}, {'name': 'Fire', 'amount': 26}, {'name': 'Ligt', 'amount': 26}, {'name': 'Holy', 'amount': 26}, {'name': 'Boost', 'amount': 31}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Int', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 12}, {'name': 'Dex', 'amount': 18}, {'name': 'Int', 'amount': 23}]",Katana,6.5
Dragonscale Blade,"[{'name': 'Phy', 'amount': 110}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 35}, {'name': 'Mag', 'amount': 25}, {'name': 'Fire', 'amount': 25}, {'name': 'Ligt', 'amount': 50}, {'name': 'Holy', 'amount': 25}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 12}, {'name': 'Dex', 'amount': 20}]",Katana,5.5
Serpentbone Blade,"[{'name': 'Phy120', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 0}]","[{'name': 'Phy', 'amount': 45}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 11}, {'name': 'Dex', 'amount': 22}]",Katana,6.0
Shortbow,"[{'name': 'Phy', 'amount': 65}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 29}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 8}, {'name': 'Dex', 'amount': 10}]",Light Bow,2.5
Misbegotten Shortbow,"[{'name': 'Phy', 'amount': 68}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 25}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 16}, {'name': 'Dex', 'amount': 8}]",Light Bow,3.0
Red Branch Shortbow,"[{'name': 'Phy', 'amount': 65}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 29}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}, {'name': 'Dex', 'amount': 16}]",Light Bow,2.5
Harp Bow,"[{'name': 'Phy', 'amount': 62}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 29}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 9}, {'name': 'Dex', 'amount': 9}]",Light Bow,2.0
Composite Bow,"[{'name': 'Phy', 'amount': 65}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 29}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 15}, {'name': 'Dex', 'amount': 15}]",Light Bow,3.0
Scythe,"[{'name': 'Phy', 'amount': 125}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 45}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 14}, {'name': 'Dex', 'amount': 14}]",Reaper,7.5
Grave Scythe,"[{'name': 'Phy', 'amount': 144}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Light', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 49}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 17}]",Reaper,9.5
Halo Scythe,"[{'name': 'Phy', 'amount': 118}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 76}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 42}, {'name': 'Mag', 'amount': 29}, {'name': 'Fire', 'amount': 29}, {'name': 'Ligt', 'amount': 29}, {'name': 'Holy', 'amount': 42}, {'name': 'Boost', 'amount': 31}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 13}, {'name': 'Dex', 'amount': 16}, {'name': 'Fai', 'amount': 15}]",Reaper,8.5
Winged Scythe,"[{'name': 'Phy', 'amount': 87}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 104}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 30}, {'name': 'Mag', 'amount': 25}, {'name': 'Fire', 'amount': 25}, {'name': 'Ligt', 'amount': 25}, {'name': 'Holy', 'amount': 55}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 16}, {'name': 'Dex', 'amount': 16}, {'name': 'Fai', 'amount': 24}]",Reaper,7.5
Finger Seal,"[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Inc', 'amount': 114}]","[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 15}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 15}, {'name': 'Boost', 'amount': 15}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Fai', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 4}, {'name': 'Fai', 'amount': 10}]",Sacred Seal,1.5
Godslayer's Seal,"[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Inc', 'amount': 129}]","[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 15}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 15}, {'name': 'Boost', 'amount': 15}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Fai', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 4}, {'name': 'Fai', 'amount': 27}]",Sacred Seal,1.5
Giant's Seal,"[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 15}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 15}, {'name': 'Boost', 'amount': 15}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Fai', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 4}, {'name': 'Fai', 'amount': 14}]",Sacred Seal,1.5
Clawmark Seal,"[{'name': 'Phy', 'amount': 31}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Inc', 'amount': 60}]","[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 15}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 15}, {'name': 'Boost', 'amount': 15}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 4}, {'name': 'Fai', 'amount': 10}]",Sacred Seal,1.5
Golden Order Seal,"[{'name': 'Phy', 'amount': 24}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Inc', 'amount': 60}]","[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 15}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 15}, {'name': 'Boost', 'amount': 15}]","[{'name': 'Int', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Int', 'amount': 17}, {'name': 'Fai', 'amount': 17}]",Sacred Seal,0.0
Erdtree Seal,"[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 15}, {'name': 'Crit', 'amount': 100}, {'name': 'Inc', 'amount': 60}]","[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 15}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 15}, {'name': 'Boost', 'amount': 15}]","[{'name': 'Fai', 'scaling': 'C'}]","[{'name': 'Fai', 'amount': 40}]",Sacred Seal,0.0
Erdtree Seal,"[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 15}, {'name': 'Crit', 'amount': 100}, {'name': 'Inc', 'amount': 60}]","[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 15}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 15}, {'name': 'Boost', 'amount': 15}]","[{'name': 'Fai', 'scaling': 'C'}]","[{'name': 'Fai', 'amount': 40}]",Sacred Seal,0.0
Dragon Communion Seal,"[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Inc', 'amount': 60}]","[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 15}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 15}, {'name': 'Boost', 'amount': 15}]","[{'name': 'Fai', 'scaling': 'D'}, {'name': 'Arc', 'scaling': 'C'}]","[{'name': 'Fai', 'amount': 10}, {'name': 'Arc', 'amount': 10}]",Sacred Seal,0.0
Frenzied Flame Seal,"[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 15}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 15}, {'name': 'Boost', 'amount': 15}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'E'}, {'name': 'Int', 'scaling': 'E'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Fai', 'amount': 10}, {'name': 'Arc', 'amount': 10}]",Sacred Seal,0.0
Spear,"[{'name': 'Phy', 'amount': 114}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 42}, {'name': 'Mag', 'amount': 26}, {'name': 'Fire', 'amount': 26}, {'name': 'Ligt', 'amount': 26}, {'name': 'Holy', 'amount': 26}, {'name': 'Boost', 'amount': 31}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 12}, {'name': 'Dex', 'amount': 15}]",Spear,4.5
Short Spear,"[{'name': 'Phy', 'amount': 112}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 40}, {'name': 'Mag', 'amount': 25}, {'name': 'Fire', 'amount': 25}, {'name': 'Ligt', 'amount': 25}, {'name': 'Holy', 'amount': 25}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 10}]",Spear,4.0
Crystal Spear,"[{'name': 'Phy', 'amount': 110}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 48}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 25}, {'name': 'Ligt', 'amount': 25}, {'name': 'Holy', 'amount': 25}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': '?'}, {'name': 'Dex', 'scaling': '?'}, {'name': 'Int', 'scaling': '?'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 16}, {'name': 'Int', 'amount': 16}]",Spear,5.5
Clayman's Harpoon,"[{'name': 'Phy', 'amount': 99}, {'name': 'Mag', 'amount': 64}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 49}, {'name': 'Mag', 'amount': 38}, {'name': 'Fire', 'amount': 25}, {'name': 'Ligt', 'amount': 25}, {'name': 'Holy', 'amount': 25}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'E'}, {'name': 'Int', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 0}, {'name': 'Dex', 'amount': 0}, {'name': 'Int', 'amount': 0}]",Spear,5.5
Partisan,"[{'name': 'Phy', 'amount': 123}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 48}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 36}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 15}, {'name': 'Dex', 'amount': 12}]",Spear,6.5
Celebrant's Rib-rake,"[{'name': 'Phy', 'amount': 109}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 40}, {'name': 'Mag', 'amount': 25}, {'name': 'Fire', 'amount': 25}, {'name': 'Ligt', 'amount': 25}, {'name': 'Holy', 'amount': 25}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': '?'}, {'name': 'Dex', 'scaling': '?'}]","[{'name': 'Str', 'amount': 8}, {'name': 'Dex', 'amount': 14}]",Spear,5.0
